Locus_tag	start	stop	strand	KEGG_definition	Knumber	gene_name	COG_category
DLM_3973	4241626	4242354	+	uracil-DNA glycosylase [EC:3.2.2.27]	K03648	  	L
DLM_3974	4242467	4243786	+	putative hemolysin	K03699	tlyC	R
DLM_3975	4243857	4245071	-	"monovalent cation:H+ antiporter-2, CPA2 family"	K03455	rosB	P
DLM_3976	4245226	4245438	-	"solute:Na+ symporter, SSS family"	K03307/K01953	  	  
DLM_3977	4245437	4246117	+	"solute carrier family 4 (anion exchanger), member 1"	K06573/K06949	  	  
DLM_3978	4246133	4246630	-		  	COG1247	M
DLM_3979	4246792	4247769	-	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	K08679	wcaG	MG
DLM_3980	4247766	4248524	-	"(heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]"	K12984	wcaA	M
DLM_3981	4249020	4249991	+	heptosyltransferase I [EC:2.4.-.-]	K02841	rfaF	M
DLM_3982	4249988	4251244	+	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	K02527	  	M
DLM_3983	4251369	4252013	+	"TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"	K16137	acrR	K
DLM_3984	4252010	4252987	+	HlyD family secretion protein	K01993	emrA	V
DLM_3985	4252984	4254735	+	ABC-2 type transport system ATP-binding protein	K01990	ccmA	V
DLM_3986	4254732	4255856	+	ABC-2 type transport system permease protein	K01992	COG0842	V
DLM_3987	4255858	4256955	+	ABC-2 type transport system permease protein	K01992	COG0842	V
DLM_3988	4256955	4258367	+	"outer membrane protein, multidrug efflux system"	K18904	tolC	MU
DLM_3989	4258427	4259413	-	ribonuclease Z [EC:3.1.26.11]	K00784	elaC	R
DLM_3990	4259571	4260461	+		  	lysR	K
DLM_3991	4260509	4261117	-	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	K00788	thiE	H
DLM_3992	4261110	4261985	-	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	K00941	thiD	H
DLM_3993	4262023	4262187	+		  	COG1773	C
DLM_3994	4262244	4263062	+	"metalloendopeptidase OMA1, mitochondrial [EC:3.4.24.-]"	K23010	COG4783	R
DLM_3995	4263131	4263547	+	protoporphyrinogen IX oxidase [EC:1.3.99.-]	K08973	  	S
DLM_3996	4263626	4264096	+	adenylate cyclase [EC:4.6.1.1]	K01768	COG2954	S
DLM_3997	4264081	4264233	+	trinucleotide repeat-containing gene 6 protein	K18412	  	  
DLM_3998	4264243	4265520	+	"glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]"	K01845	hemL	H
DLM_3999	4266179	4267627	+		  	araJ	G
DLM_4000	4267715	4269148	+	glycine oxidase [EC:1.4.3.19]	K03153	dadA	E
DLM_4001	4270484	4270600	+	actin-binding protein anillin	K18621	  	  
DLM_4002	4270637	4273384	+		  	hepA	KL
DLM_4003	4273446	4273904	+		  	  	  
DLM_4004	4273891	4274712	+		  	COG4727	S
DLM_4005	4274728	4275096	-	methyl-accepting chemotaxis protein	K03406	  	  
DLM_4006	4275183	4275896	-		  	COG2378	K
DLM_4007	4275923	4276315	-	lactoylglutathione lyase [EC:4.4.1.5]	K01759	gloA	E
DLM_4008	4276312	4276578	-		  	  	  
DLM_4009	4276688	4277047	-	uncharacterized protein	K06996	COG3324	R
DLM_4010	4277190	4278290	-	histidinol-phosphate aminotransferase [EC:2.6.1.9]	K00817	hisC	E
DLM_4011	4278467	4278610	-	uncharacterized protein	K07089/K01802	  	  
DLM_4012	4278674	4278994	+	CyaY protein	K06202	cyaY	P
DLM_4013	4278994	4279404	+		  	COG1238	S
DLM_4014	4279419	4280249	+	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	K02528	ksgA	J
DLM_4015	4280585	4281484	+	glutamate/aspartate transport system substrate-binding protein	K10001	hisJ	ET
DLM_4016	4281725	4282468	+	glutamate/aspartate transport system permease protein	K10003	hisM	E
DLM_4017	4282468	4283139	+	glutamate/aspartate transport system permease protein	K10002	hisM	E
DLM_4018	4283145	4283879	+	glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]	K10004	glnQ	E
DLM_4019	4284043	4285344	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K07181	COG3434	T
DLM_4020	4285381	4287006	-		  	nrfG	R
DLM_4021	4287063	4288208	-	twitching motility protein PilU	K02670	pilU	NU
DLM_4022	4288237	4289274	-	twitching motility protein PilT	K02669	pilT	NU
DLM_4023	4289434	4290129	+	PLP dependent protein	K06997	COG0325	R
DLM_4024	4290194	4290997	+	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	K00286	proC	E
DLM_4025	4291004	4291585	+	YggT family protein	K02221	COG0762	S
DLM_4026	4291660	4291965	+	cytochrome c	K08738	COG4654	C
DLM_4027	4292167	4292577	+	DnaK suppressor protein	K06204	dksA	T
DLM_4028	4292738	4293814	+	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	K01626	aroG	E
DLM_4029	4294027	4294989	-		  	rhaT	GER
DLM_4030	4295102	4296133	+	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	K03566	lysR	K
DLM_4031	4296662	4297120	-	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	K03635	moaE	H
DLM_4032	4297122	4297373	-	sulfur-carrier protein	K03636	  	H
DLM_4033	4297370	4297570	-	P-type Ca2+ transporter type 2C [EC:7.2.2.10]	K01537/K07315	  	  
DLM_4034	4297640	4298704	-	"fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	K01624	fba	G
DLM_4035	4298814	4299443	-	homoserine/homoserine lactone efflux protein	K05834	rhtB	E
DLM_4036	4299518	4300693	-	phosphoglycerate kinase [EC:2.7.2.3]	K00927	pgk	G
DLM_4037	4301289	4302302	-	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	K00134	gapA	G
DLM_4038	4302416	4304401	-	transketolase [EC:2.2.1.1]	K00615	tktA	G
DLM_4039	4304728	4305459	+		  	  	  
DLM_4040	4305476	4305946	-	ElaA protein	K02348	elaA	R
DLM_4041	4306071	4308446	+	topoisomerase IV subunit A [EC:5.6.2.2]	K02621	gyrA	L
DLM_4042	4308446	4309999	+	"two-component system, NtrC family, sensor histidine kinase PilS [EC:2.7.13.3]"	K02668	oafA	I
DLM_4043	4309992	4311326	+	"two-component system, NtrC family, response regulator PilR"	K02667	atoC	T
DLM_4049	4317424	4318701	+	"two-component system, chemotaxis family, chemotaxis protein CheY"	K03413	COG4753	T
DLM_4050	4318661	4319407	+	"two-component system, chemotaxis family, chemotaxis protein CheY"	K03413/K02483	cheY	T
DLM_4051	4319418	4323266	+	"two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]"	K07679	BaeS	KE
DLM_4052	4323282	4324199	-	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	K03566	lysR	K
DLM_4053	4324690	4325766	-	peptide chain release factor 1	K02835	  	J
DLM_4054	4325766	4327019	-	glutamyl-tRNA reductase [EC:1.2.1.70]	K02492	  	H
DLM_4055	4327191	4327832	+	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	K00275	pdxH	H
DLM_4056	4328594	4330039	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	hemN	H
DLM_4057	4330157	4330906	+	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	K02495	COG4757	R
DLM_4058	4330941	4331894	-	"LysR family transcriptional regulator, transcriptional activator for bauABCD operon"	K21699	lysR	K
DLM_4059	4331993	4332949	+	guanidinobutyrase [EC:3.5.3.7]	K12255/K01480	speB	E
DLM_4060	4333032	4334399	+	"solute:Na+ symporter, SSS family"	K03307	putP	ER
DLM_4061	4334463	4335302	-	S-formylglutathione hydrolase [EC:3.1.2.12]	K01070	COG0627	R
DLM_4062	4335516	4336649	-	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	K00121	adhC	C
DLM_4063	4336816	4337706	+		  	lysR	K
DLM_4064	4337976	4338671	-	multiple antibiotic resistance protein	K05595	marC	U
DLM_4065	4338956	4339573	+	RNA polymerase sigma factor FliA	K02405	rnd	J
DLM_4066	4339570	4340226	+	"CRP/FNR family transcriptional regulator, anaerobic regulatory protein"	K01420/K21561	crp	T
DLM_4067	4340457	4340645	+		  	  	  
DLM_4068	4340882	4341073	-	sister chromatid cohesion protein PDS5	K11267	  	  
DLM_4069	4341113	4342891	+	"ATP-binding cassette, subfamily B, bacterial"	K06147	  	V
DLM_4070	4342877	4344187	-	D-serine dehydratase [EC:4.3.1.18]	K01753	dsdA	E
DLM_4071	4344289	4345224	+	"LysR family transcriptional regulator, glycine cleavage system transcriptional activator"	K03566	lysR	K
DLM_4072	4345307	4346134	+		  	araC	K
DLM_4073	4346168	4347565	+	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	K09471	dadA	E
DLM_4074	4347612	4347953	+	uncharacterized protein	K06995	COG3450	R
DLM_4075	4348065	4349270	+	diguanylate cyclase [EC:2.7.7.65]	K18967	COG2199	T
DLM_4076	4349228	4350484	-	beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]	K06016	argE	E
DLM_4077	4350524	4351453	-	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	K12972	serA	HE
DLM_4078	4351450	4352208	-	adducin	K18622	araD	G
DLM_4079	4352661	4352951	-	protein phosphatase [EC:3.1.3.16]	K01090	nMD3	J
DLM_4080	4353306	4353473	+	"neurotransmitter:Na+ symporter, NSS family"	K03308	  	  
DLM_4081	4353531	4355147	-	methyl-accepting chemotaxis protein	K03406	tar	NT
DLM_4082	4355420	4355533	+	Fc receptor-like protein	K06727	  	  
DLM_4083	4355615	4356628	-	cytochrome c peroxidase [EC:1.11.1.5]	K00428	mauG	P
DLM_4084	4357141	4357329	-	methionyl aminopeptidase [EC:3.4.11.18]	K01265/K05367	  	  
DLM_4085	4358321	4359268	+	autotransporter family porin	K12678	COG4625	S
DLM_4086	4359315	4360163	-		  	COG0400	R
DLM_4087	4360233	4361147	-	glutaminase [EC:3.5.1.2]	K01425	glsA	E
DLM_4088	4361572	4363218	+	methyl-accepting chemotaxis protein	K03406	tar	NT
DLM_4089	4363260	4363571	-	WAP four-disulfide core domain protein 1	K23635/K00989	  	  
DLM_4090	4363608	4363745	+	PERQ amino acid-rich with GYF domain-containing protein	K18730	  	  
DLM_4091	4364185	4364334	+		  	  	K
DLM_4092	4365506	4366777	-	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	K00558	dcm	L
DLM_4093	4367209	4367526	-	toxin ParE1/3/4	K19092	parE	R
DLM_4094	4367523	4367792	-	antitoxin ParD1/3/4	K07746	COG3609	K
DLM_4095	4368217	4369311	-	putative mRNA 3-end processing factor	K07577/K00845	  	  
DLM_4096	4370175	4372028	-		  	COG1479	S
DLM_4097	4372127	4376644	-		  	COG2852	S
DLM_4098	4376656	4376934	+	transposase	K07483	  	L
DLM_4099	4376994	4377806	+	putative transposase	K07497	  	L
DLM_4100	4379965	4382115	+		  	COG3318	R
DLM_4101	4384038	4386428	-	DNA gyrase subunit B [EC:5.6.2.2]	K02470	gyrB	L
DLM_4102	4386573	4387679	-	DNA polymerase III subunit beta [EC:2.7.7.7]	K02338	  	L
DLM_4103	4387731	4389131	-	chromosomal replication initiator protein	K02313	  	L
DLM_4104	4389487	4389621	+	large subunit ribosomal protein L34	K02914	  	J
DLM_4105	4389630	4389992	+	ribonuclease P protein component [EC:3.1.26.5]	K03536	rnpA	J
DLM_4106	4389968	4390177	+	uncharacterized protein	K08998	  	S
DLM_4107	4390236	4391846	+	YidC/Oxa1 family membrane protein insertase	K03217	yidC	U
DLM_4108	4391997	4393349	+	tRNA modification GTPase [EC:3.6.-.-]	K03650/K03595	thdF	R
DLM_4109	4393690	4394907	+		  	xerC	L
DLM_4110	4396764	4396943	+	prophage regulatory protein	K07733	alpA	K
DLM_4111	4397406	4397552	+	BRCA1-associated protein [EC:2.3.2.27]	K10632	  	  
DLM_4112	4397619	4398692	-	urea-proton symporter	K20989/K00373	  	  
DLM_4113	4398697	4398948	+	glutamine transport system permease protein	K10037/K01849	  	  
DLM_4114	4398926	4401838	+	putative DNA primase/helicase	K06919	COG5519	L
DLM_4115	4405158	4406282	+	alkylglycerol monooxygenase [EC:1.14.16.5]	K15537	eRG3	I
DLM_4116	4406967	4408088	+	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	K00324	pntA	C
DLM_4117	4408100	4408396	+	H+-translocating NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2 7.1.1.1]	K00324	pntA	C
DLM_4118	4408406	4409779	+	H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]	K00325	pntB	C
DLM_4119	4409941	4410618	+	heat shock protein HslJ	K03668	hslJ	O
DLM_4120	4410685	4411893	-	HemY protein	K02498	hemY	H
DLM_4121	4411897	4412919	-	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	K02496	hemX	H
DLM_4122	4412916	4413656	-	uroporphyrinogen-III synthase [EC:4.2.1.75]	K01719	hemD	H
DLM_4123	4413653	4414582	-	hydroxymethylbilane synthase [EC:2.5.1.61]	K01749	hemC	H
DLM_4124	4414931	4417630	+	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	K01595	ppc	C
DLM_4125	4417706	4418518	-		  	  	  
DLM_4126	4418579	4419160	-		  	COG3548	S
DLM_4127	4419178	4420194	-	"two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]"	K08082	lytS	T
DLM_4128	4420265	4421173	-		  	rhaT	GER
DLM_4129	4421263	4422186	+		  	lysR	K
DLM_4130	4422301	4423683	+	argininosuccinate lyase [EC:4.3.2.1]	K01755	argH	E
DLM_4131	4423777	4425363	+	c-di-GMP phosphodiesterase [EC:3.1.4.52]	K21090	rtn	T
DLM_4132	4425382	4426080	+	aspartate racemase [EC:5.1.1.13]	K01779	racX	M
DLM_4133	4426223	4426993	+	"DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"	K02444	glpR	KG
DLM_4134	4427245	4428843	-	"two-component system, cell cycle response regulator [EC:2.7.7.65]"	K02488	pleD	T
DLM_4135	4428978	4430852	+	exoribonuclease II [EC:3.1.13.1]	K01147	vacB	K
DLM_4136	4430922	4431740	-		  	COG1639	T
DLM_4137	4431831	4432727	-		  	COG4989	R
DLM_4138	4432727	4433836	-	multiple sugar transport system ATP-binding protein	K10112	malK	G
DLM_4139	4433840	4434697	-	glucose/mannose transport system permease protein	K17317	ugpE	G
DLM_4140	4434690	4435592	-	glucose/mannose transport system permease protein	K17316	ugpA	G
DLM_4141	4435796	4437040	-	glucose/mannose transport system substrate-binding protein	K17315	ugpB	G
DLM_4142	4437312	4438742	-	"two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]"	K07649	baeS	T
DLM_4143	4438735	4439430	-	"two-component system, OmpR family, response regulator"	K02483/K07771	ompR	TK
DLM_4144	4439557	4440180	-	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	K01625	eda	G
DLM_4145	4440182	4442017	-	phosphogluconate dehydratase [EC:4.2.1.12]	K01690	  	EG
DLM_4146	4442267	4443745	+	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036	zwf	G
DLM_4147	4443878	4444555	+	6-phosphogluconolactonase [EC:3.1.1.31]	K01057	nagB	G
DLM_4148	4444536	4445513	+	glucokinase [EC:2.7.1.2]	K00845	glk	G
DLM_4149	4445517	4446368	+	"RpiR family transcriptional regulator, carbohydrate utilization regulator"	K19337	rpiR	K
DLM_4150	4446374	4448023	+	glucose-6-phosphate isomerase [EC:5.3.1.9]	K01810	pgi	G
DLM_4151	4448256	4449005	-		  	  	  
DLM_4152	4449184	4449519	-	methylated-DNA-protein-cysteine methyltransferase related protein	K07443	COG3695	L
DLM_4153	4449519	4450208	-	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	K01069	gloB	R
DLM_4154	4450293	4451114	+		  	  	  
DLM_4155	4451108	4451434	-	putative endonuclease	K07461	COG2827	L
DLM_4156	4451421	4453007	-		  	tlyC	R
DLM_4157	4453127	4454269	-		  	ccmC	O
DLM_4158	4454269	4456308	-	cytochrome c biogenesis protein	K07399	resB	O
DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
DLM_4160	4457069	4457692	+	GTP-binding protein	K03978	  	R
DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
DLM_4162	4458980	4459444	-	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	K03216	cspR	J
DLM_4163	4459485	4459925	-	competence protein ComFC	K02242	  	R
DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
DLM_4167	4465578	4466342	+	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	K02170	mhpC	R
DLM_4168	4466339	4467253	+	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	K02169	ubiE	H
DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
DLM_4172	4470904	4471377	-	periplasmic copper chaperone A	K09796	  	S
DLM_4173	4471560	4472204	+	multiple antibiotic resistance protein	K05595	marC	U
DLM_4174	4472244	4473104	+		  	araC	K
DLM_4175	4473178	4473558	+		  	COG3791	S
DLM_4176	4473531	4474271	+		  	azlC	E
DLM_4177	4474268	4474588	+		  	COG4392	S
DLM_4178	4474721	4475821	-	rod shape determining protein RodA	K05837	ftsW	D
DLM_4179	4475796	4477736	-	penicillin-binding protein 2 [EC:3.4.16.4]	K05515	ftsI	M
DLM_4180	4477740	4478243	-	rod shape-determining protein MreD	K03571	  	M
DLM_4181	4478246	4479151	-	rod shape-determining protein MreC	K03570	mreC	M
DLM_4182	4479205	4480248	-	rod shape-determining protein MreB and related proteins	K03569	  	D
DLM_4183	4480559	4480846	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	K02435	gatC	J
DLM_4184	4480974	4482425	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	K02433	gatA	J
DLM_4185	4482451	4482636	+	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	K01834/K03151	  	  
DLM_4186	4482633	4484060	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	K02434	gatB	J
DLM_4187	4484443	4484889	+	MraZ protein	K03925	COG2001	S
DLM_4188	4484886	4485848	+	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	K03438	COG0275	M
DLM_4189	4485878	4486117	+	cell division protein FtsL	K03586	ftsL	D
DLM_4190	4486117	4487868	+	cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]	K03587	  	M
DLM_4191	4487865	4489358	+	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]"	K01928	murE	M
DLM_4192	4489355	4490731	+	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	K01929	murF	M
DLM_4193	4490733	4491818	+	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	K01000	  	M
DLM_4194	4491831	4493207	+	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]	K01925	  	M
DLM_4195	4493204	4494361	+	cell division protein FtsW	K03588	ftsW	D
DLM_4196	4494724	4495794	+	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	K02563	  	M
DLM_4197	4495832	4497226	+	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	K01924	  	M
DLM_4198	4497280	4498191	+	D-alanine-D-alanine ligase [EC:6.3.2.4]	K01921	  	M
DLM_4199	4498181	4498906	+	cell division protein FtsQ	K03589	  	M
DLM_4200	4498953	4500164	+	cell division protein FtsA	K03590	ftsA	D
DLM_4201	4500161	4500289	-	GINS complex subunit 1	K10732	  	  
DLM_4202	4500260	4501444	+	cell division protein FtsZ	K03531	ftsZ	D
DLM_4203	4501559	4502473	+	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	K02535	lpxC	M
DLM_4204	4502476	4502655	+	small multidrug resistance pump	K03297/K00728	  	  
DLM_4205	4502719	4503198	+	cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	K03637	moaC	H
DLM_4206	4503281	4503679	-		  	COG3755	S
DLM_4207	4503706	4504620	-		  	rhaT	GER
DLM_4208	4504758	4505279	-		  	  	  
DLM_4209	4505293	4506072	-		  	COG3332	S
DLM_4210	4506063	4506185	-	neuropeptide Y receptor type 5	K04207	  	  
DLM_4211	4506189	4506419	+	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	K04085	sirA	O
DLM_4212	4506438	4507523	+	dihydroorotase [EC:3.5.2.3]	K01465	pyrC	F
DLM_4213	4508098	4509711	+	oligopeptide transport system substrate-binding protein	K15580	oppA	E
DLM_4214	4509896	4510816	+	oligopeptide transport system permease protein	K15581	dppB	EP
DLM_4215	4510831	4511745	+	oligopeptide transport system permease protein	K15582	dppC	EP
DLM_4216	4511757	4513743	+	peptide/nickel transport system ATP-binding protein	K02031/K15583/K02032	COG1123	R
DLM_4217	4513884	4514624	+	metalloprotease [EC:3.4.24.-]	K07387	htpX	O
DLM_4218	4514881	4515666	-	tRNA threonylcarbamoyladenosine dehydratase	K22132	COG1179	H
DLM_4219	4515868	4516092	+	BICD family-like cargo adapter	K16756/K01091	  	  
DLM_4220	4516223	4517251	+	threonine aldolase [EC:4.1.2.48]	K01620	gLY1	E
DLM_4221	4517333	4518097	+		  	mhpC	R
DLM_4222	4518990	4521023	+	prolyl oligopeptidase [EC:3.4.21.26]	K01322	COG1505	E
DLM_4223	4521199	4521909	+		  	gst	O
DLM_4224	4521897	4522502	+	L-amino acid N-acyltransferase [EC:2.3.1.-]	K24217/K03823	COG1247	M
DLM_4225	4522609	4522971	+	uncharacterized protein	K06995	COG3450	R
DLM_4226	4523048	4523677	-	uncharacterized protein	K09915	COG3132	S
DLM_4227	4523727	4523885	-	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	K00681	  	  
DLM_4228	4523842	4524591	+	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	K06442	  	J
DLM_4229	4524691	4525149	-		  	uspA	T
DLM_4230	4525425	4525739	+	centrosomal protein CEP250	K16464/K07552	  	  
DLM_4231	4525745	4527463	-	gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	K00681	ggt	E
DLM_4232	4527617	4528969	-	glutamine synthetase [EC:6.3.1.2]	K01915	glnA	E
DLM_4233	4528922	4529212	+	zinc finger protein-like protein	K16276/K01647	  	  
DLM_4234	4529182	4530792	-	methyl-accepting chemotaxis protein	K03406/K05876	tar	T
DLM_4235	4530957	4532339	-		  	COG4320	S
DLM_4236	4532705	4533064	-	histone deacetylase 4/5 [EC:3.5.1.98]	K11406/K07497	  	  
