"nc"	"X3hControl"	"X3hMedium"	"X3hPlant"	"X7dControl"	"X7dMedium"	"X7dPlant"	"Library"	"Locus_tag"	"start"	"stop"	"strand"	"KEGG_definition"	"Knumber"	"gene_name"	"COG_category"
4449117	85	67	13	77	75	3	159								
4449147	534	452	14	247	349	17	846								
4449165	1254	1235	32	875	966	23	2679								
4449206	287	330	36	259	272	14	606	DLM_4152	4449184	4449519	-	methylated-DNA-protein-cysteine methyltransferase related protein	K07443	COG3695	L
4449449	726	690	21	427	453	9	1264	DLM_4152	4449184	4449519	-	methylated-DNA-protein-cysteine methyltransferase related protein	K07443	COG3695	L
4449631	2	2	0	0	0	0	6	DLM_4153	4449519	4450208	-	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	K01069	gloB	R
4449745	315	290	37	321	328	19	649	DLM_4153	4449519	4450208	-	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	K01069	gloB	R
4450156	785	693	52	461	516	17	1366	DLM_4153	4449519	4450208	-	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	K01069	gloB	R
4450335	1	2	0	2	1	0	5	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4450352	300	317	40	211	271	9	556	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4450410	734	851	37	655	642	37	1578	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4450419	541	520	27	333	370	16	914	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4450503	0	1	0	10	12	20	0	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4450521	627	631	15	469	517	11	1110	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4450773	261	289	4	131	197	19	409	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4451109	900	710	59	502	540	27	1206	DLM_4154	4450293	4451114	+	NA	NA	NA	NA
4451109	900	710	59	502	540	27	1206	DLM_4155	4451108	4451434	-	putative endonuclease	K07461	COG2827	L
4451305	4	3	0	5	0	2	2	DLM_4155	4451108	4451434	-	putative endonuclease	K07461	COG2827	L
4451388	2407	2268	111	1380	1354	83	4079	DLM_4155	4451108	4451434	-	putative endonuclease	K07461	COG2827	L
4451421	2	6	0	0	1	0	2	DLM_4155	4451108	4451434	-	putative endonuclease	K07461	COG2827	L
4451474	288	267	24	176	193	9	479	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4451499	218	196	0	112	87	8	355	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4451620	555	475	10	226	197	5	836	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4451998	4	1	0	0	2	1	3	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4452123	904	835	47	776	668	24	1415	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4452361	165	170	2	131	117	0	309	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4452404	896	812	18	403	425	29	1360	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4452634	1552	1536	19	727	723	28	2455	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4452979	337	276	19	227	190	0	558	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4452999	995	1010	4	344	265	28	1425	DLM_4156	4451421	4453007	-	NA	NA	tlyC	R
4453012	1000	871	95	621	540	31	1573								
4453048	369	399	1	221	201	4	576								
4453518	2	3	0	0	0	0	5	DLM_4157	4453127	4454269	-	NA	NA	ccmC	O
4454549	6	2	0	4	3	2	4	DLM_4158	4454269	4456308	-	cytochrome c biogenesis protein	K07399	resB	O
4455500	5	2	0	3	0	1	3	DLM_4158	4454269	4456308	-	cytochrome c biogenesis protein	K07399	resB	O
4456430	7	14	0	6	13	0	23	DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
4456495	5	0	0	0	0	0	5	DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
4456497	390	379	38	240	304	6	670	DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
4456782	1283	1370	65	746	870	41	2288	DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
4456829	465	510	19	306	358	14	724	DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
4456865	3727	3375	217	2206	2750	54	5964	DLM_4159	4456367	4456978	-	cytochrome subunit of sulfide dehydrogenase	K17230	COG2863	C
4457036	461	415	82	308	324	15	781								
4457771	590	604	48	377	440	23	1149								
4457912	1147	1070	63	807	884	39	2006	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4457916	252	237	14	174	228	15	467	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4457935	397	406	51	343	391	17	788	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458002	1033	1022	81	703	776	35	1881	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458006	121	106	1	84	84	0	177	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458156	200	191	2	169	198	2	339	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458257	0	0	0	16	12	3	2	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458353	1948	2017	147	1506	1521	44	3451	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458399	626	546	60	404	462	261	1048	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458404	679	623	17	518	579	36	1131	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458524	971	1121	95	630	784	33	1637	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458629	23	9	2	15	21	0	54	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458652	852	768	43	512	508	23	1416	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458663	2198	2008	115	1329	1465	200	3461	DLM_4161	4457911	4458723	-	rare lipoprotein A	K03642	rlpA	M
4458727	173	144	40	140	163	10	365								
4458774	2158	1842	100	989	1056	49	3212								
4458785	516	468	68	253	376	9	921								
4458854	474	503	43	346	354	29	813								
4458874	406	431	32	377	400	37	853								
4459157	2876	2727	200	1694	2060	103	5244	DLM_4162	4458980	4459444	-	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	K03216	cspR	J
4459284	556	564	39	338	418	9	1087	DLM_4162	4458980	4459444	-	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	K03216	cspR	J
4459293	12	4	0	1	9	0	23	DLM_4162	4458980	4459444	-	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	K03216	cspR	J
4459382	2245	2054	204	1050	1093	66	3797	DLM_4162	4458980	4459444	-	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	K03216	cspR	J
4459934	301	334	16	152	151	17	528								
4460018	9	2	1	10	5	0	11								
4460100	1054	1017	79	783	826	39	1853								
4460151	381	332	32	349	299	10	691								
4460197	119	126	38	100	83	3	222								
4460285	385	328	21	247	212	9	550								
4460289	47	52	0	34	35	5	84								
4460323	375	389	81	308	296	5	707								
4460374	1	2	0	1	3	0	6	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4460484	1082	1173	58	870	810	28	1900	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4460490	596	576	27	419	463	6	1058	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4460821	165	136	0	96	88	2	300	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4460925	485	464	27	416	434	31	881	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4461137	3210	3208	147	1570	1701	82	5253	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4461305	412	345	20	271	276	15	681	DLM_4164	4460324	4461307	+	biotin synthase [EC:2.8.1.6]	K01012	bioB	H
4461320	322	337	8	159	129	9	586								
4461352	513	378	29	261	261	25	825								
4461354	195	205	23	131	118	3	428								
4461356	791	800	55	561	519	35	1623								
4461358	62	60	7	30	22	2	103								
4461365	130	125	5	39	49	2	182								
4461396	99	125	0	92	77	0	225								
4461555	129	164	10	163	115	3	263	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4461758	305	299	27	244	270	23	584	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4461866	1967	2107	33	782	829	46	3235	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4461942	1054	1106	109	815	746	39	1904	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4461944	2329	2205	149	1692	1753	96	4222	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4461999	577	585	30	448	364	12	1140	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462016	663	568	28	515	459	19	1134	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462101	392	350	29	261	352	6	742	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462197	147	148	17	139	139	3	310	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462199	607	565	44	415	396	26	1078	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462299	957	885	63	637	700	28	1775	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462376	359	329	11	284	319	40	710	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462381	684	628	30	480	573	19	1250	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462434	57	53	1	48	47	1	107	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462450	1266	1120	108	829	846	41	2069	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462465	609	575	45	443	477	19	1143	DLM_4165	4461414	4462568	+	8-amino-7-oxononanoate synthase [EC:2.3.1.47]	K00652	bioF	H
4462589	373	277	9	117	94	7	480								
4462618	1206	1221	39	737	743	57	2279								
4462621	602	593	27	477	520	50	1327								
4462651	674	638	39	502	518	19	1364	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4462767	4	4	0	0	1	0	4	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463104	575	550	30	433	419	37	1022	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463143	812	869	19	450	470	54	1465	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463152	416	431	20	314	300	21	900	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463467	97	94	0	89	100	5	198	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463513	1114	1103	37	792	847	30	1789	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463608	280	275	21	206	216	4	519	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463631	17	14	0	9	11	0	30	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463719	948	995	75	584	635	60	1612	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463767	734	755	38	454	506	50	1246	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463926	372	429	55	299	329	31	670	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463968	99	69	1	79	66	1	159	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463986	1318	1361	59	1061	1019	110	2290	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463988	2224	2280	99	1348	1449	133	4104	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4463992	449	468	40	328	383	28	823	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464030	154	153	9	160	156	13	358	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464082	389	397	53	316	355	30	731	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464196	351	312	5	205	237	26	518	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464232	424	433	9	274	328	26	763	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464442	5	2	0	3	2	0	1	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464562	88	121	6	41	48	10	191	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464607	1717	1793	85	1015	1280	73	3172	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464637	1825	1689	83	717	769	74	2862	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464639	254	228	11	182	161	13	432	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464663	84	98	0	78	61	0	164	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464739	1710	1540	79	922	1074	79	2587	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464889	274	274	26	198	206	11	438	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464954	341	318	22	240	260	33	598	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4464966	609	591	80	517	626	42	1134	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465028	2263	2182	105	1357	1519	104	3909	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465036	509	486	24	315	392	49	877	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465189	2338	2310	99	1237	1265	96	3750	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465214	276	245	15	173	212	22	491	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465352	553	526	10	243	313	31	859	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465393	0	0	0	4	14	15	1	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4465396	89	106	1	60	67	2	161	DLM_4166	4462633	4465479	+	diguanylate cyclase [EC:2.7.7.65]	K21023	COG4191	T
4466068	6	8	0	5	1	0	12	DLM_4167	4465578	4466342	+	pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]	K02170	mhpC	R
4466579	0	0	0	8	9	11	0	DLM_4168	4466339	4467253	+	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	K02169	ubiE	H
4466901	0	0	0	19	12	0	0	DLM_4168	4466339	4467253	+	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	K02169	ubiE	H
4467232	359	358	70	198	274	16	578	DLM_4168	4466339	4467253	+	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	K02169	ubiE	H
4467251	749	747	30	546	487	22	1294	DLM_4168	4466339	4467253	+	malonyl-CoA O-methyltransferase [EC:2.1.1.197]	K02169	ubiE	H
4467258	412	350	13	292	358	11	753								
4467352	3	0	0	4	3	0	3								
4467402	215	220	8	169	194	1	378								
4467468	24	21	4	24	16	0	41	DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
4467652	350	308	27	204	245	5	573	DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
4467772	1	1	0	2	0	10	1	DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
4467879	454	445	27	260	277	14	889	DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
4467882	478	470	13	369	379	9	855	DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
4467955	1002	860	15	421	446	32	1400	DLM_4169	4467406	4468296	+	NTE family protein	K07001	rssA	R
4468333	814	791	44	419	462	15	1222								
4468484	904	760	67	503	526	30	1352	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4468664	168	154	0	120	125	0	242	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4468742	1163	1141	56	791	760	79	1907	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4468767	326	369	42	258	259	13	633	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4468769	373	339	10	308	298	22	608	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4468871	727	710	1	272	200	15	939	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4468895	625	724	3	403	382	25	1051	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4469099	1114	1085	54	602	595	18	1790	DLM_4170	4468448	4469101	+	glutathione S-transferase [EC:2.5.1.18]	K00799	gst	O
4469126	379	320	33	236	267	8	555	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4469752	510	477	36	361	444	21	928	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4469844	2	1	6	5	2	4	2	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4469883	781	826	27	259	279	43	1247	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4469892	928	846	31	411	446	20	1312	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470082	853	896	72	629	669	41	1616	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470123	1058	952	51	627	707	21	1922	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470135	2	0	0	5	5	0	0	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470324	381	390	13	209	225	11	554	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470462	503	466	29	364	448	30	894	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470522	192	236	7	140	160	10	406	DLM_4171	4469105	4470522	-	DNA polymerase IV [EC:2.7.7.7]	K02346	dinP	L
4470565	386	411	24	348	333	7	699								
4470641	1495	1494	80	812	885	32	2939								
4470644	3388	3046	252	1546	1614	64	5736								
4470651	202	218	0	98	117	0	374								
4470860	230	253	24	200	233	14	481								
4471524	365	430	13	366	296	25	581								
4471526	350	317	22	282	275	7	591								
4471538	316	338	60	268	270	12	687								
4471540	160	133	12	116	133	2	304								
4471775	513	399	19	316	353	14	967	DLM_4173	4471560	4472204	+	multiple antibiotic resistance protein	K05595	marC	U
4471782	332	349	17	113	145	10	500	DLM_4173	4471560	4472204	+	multiple antibiotic resistance protein	K05595	marC	U
4471893	1573	1583	72	1069	1262	63	3047	DLM_4173	4471560	4472204	+	multiple antibiotic resistance protein	K05595	marC	U
4472183	1783	1725	55	1048	1177	68	3028	DLM_4173	4471560	4472204	+	multiple antibiotic resistance protein	K05595	marC	U
4472368	53	54	4	55	52	1	107	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472394	163	147	2	76	97	6	271	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472453	478	445	20	269	276	14	913	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472598	4	2	0	0	0	0	7	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472721	444	402	19	368	411	17	776	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472746	463	547	20	394	363	17	1015	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472753	1542	1422	109	1082	1039	47	3010	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472956	2079	2024	126	1116	1147	52	3568	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4472987	495	462	60	329	398	14	1034	DLM_4174	4472244	4473104	+	NA	NA	araC	K
4473184	2852	3107	169	1290	1331	49	5273	DLM_4175	4473178	4473558	+	NA	NA	COG3791	S
4473360	2	3	0	1	2	0	6	DLM_4175	4473178	4473558	+	NA	NA	COG3791	S
4473399	1273	1259	122	976	867	39	2529	DLM_4175	4473178	4473558	+	NA	NA	COG3791	S
4473403	1318	1248	69	995	977	30	2498	DLM_4175	4473178	4473558	+	NA	NA	COG3791	S
4473498	555	670	19	441	495	15	1232	DLM_4175	4473178	4473558	+	NA	NA	COG3791	S
4473957	502	458	47	335	301	18	898	DLM_4176	4473531	4474271	+	NA	NA	azlC	E
4473984	892	927	57	724	676	28	1875	DLM_4176	4473531	4474271	+	NA	NA	azlC	E
4474385	1835	985	127	1026	1186	53	3178	DLM_4177	4474268	4474588	+	NA	NA	COG4392	S
4474472	488	431	67	340	407	9	798	DLM_4177	4474268	4474588	+	NA	NA	COG4392	S
4474556	46	58	9	48	41	13	87	DLM_4177	4474268	4474588	+	NA	NA	COG4392	S
4474586	780	722	80	557	589	17	1386	DLM_4177	4474268	4474588	+	NA	NA	COG4392	S
4474616	214	179	12	156	165	4	377								
4474722	3	3	0	0	2	0	3	DLM_4178	4474721	4475821	-	rod shape determining protein RodA	K05837	ftsW	D
4475658	3	2	0	6	2	1	4	DLM_4178	4474721	4475821	-	rod shape determining protein RodA	K05837	ftsW	D
4475706	3	2	0	2	2	0	1	DLM_4178	4474721	4475821	-	rod shape determining protein RodA	K05837	ftsW	D
4475887	3	2	0	1	2	0	5	DLM_4179	4475796	4477736	-	penicillin-binding protein 2 [EC:3.4.16.4]	K05515	ftsI	M
4476270	0	1	0	1	2	0	10	DLM_4179	4475796	4477736	-	penicillin-binding protein 2 [EC:3.4.16.4]	K05515	ftsI	M
4477483	4	3	0	6	2	0	8	DLM_4179	4475796	4477736	-	penicillin-binding protein 2 [EC:3.4.16.4]	K05515	ftsI	M
4477666	3	2	0	0	1	0	4	DLM_4179	4475796	4477736	-	penicillin-binding protein 2 [EC:3.4.16.4]	K05515	ftsI	M
4478457	1	1	0	2	1	1	4	DLM_4181	4478246	4479151	-	rod shape-determining protein MreC	K03570	mreC	M
4480755	10	3	0	2	3	0	6	DLM_4183	4480559	4480846	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	K02435	gatC	J
4481547	1	2	0	3	6	0	1	DLM_4184	4480974	4482425	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	K02433	gatA	J
4482392	4	2	2	5	5	0	8	DLM_4184	4480974	4482425	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	K02433	gatA	J
4482583	601	570	77	402	358	9	1053	DLM_4185	4482451	4482636	+	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]	K01834/K03151	NA	NA
4483134	3	3	0	2	2	0	2	DLM_4186	4482633	4484060	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	K02434	gatB	J
4483614	0	0	0	2	4	7	2	DLM_4186	4482633	4484060	+	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	K02434	gatB	J
